external_id,name,category,subcategory,city,state,country,latitude,longitude,description,tags,avg_cost,avg_rating,crowd_level,popularity_score,is_outdoor,opening_hours,best_season,created_at,updated_at,last_synced
,Elephanta Caves,HERITAGE,,Mumbai,Maharashtra,India,18.9633,72.9315,"Ancient rock-cut caves dedicated mainly to Lord Shiva, located on Elephanta Island. Famous for the Trimurti sculpture. A popular day trip from Mumbai.","{""unesco"",""caves""}",,4.5,LOW,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Raigad Fort,FORT / HISTORY,,Raigad,Maharashtra,India,18.2335,73.4407,Capital fort of Chhatrapati Shivaji Maharaj with major historical significance. The fort offers trekking routes and panoramic views. Ropeway access increases tourism.,"{""fort"",""maratha""}",,4.3,LOW,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Pratapgad Fort,FORT,,Satara,Maharashtra,India,17.9371,73.5782,Historic fort associated with the Battle of Pratapgad. Surrounded by forests and viewpoints. Popular among trekkers and history lovers.,"{""fort"",""history"",""trek""}",,4.4,MEDIUM,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Sinhagad Fort,FORT / TREK,,Pune,Maharashtra,India,18.3663,73.7559,A famous trekking fort near Pune known for scenic views and Maratha history. Easily accessible and popular for short hikes and picnics.,"{""fort"",""history"",""trek""}",,4.2,MEDIUM,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Daulatabad Fort,FORT / HERITAGE,,Sambhajinagar,Maharashtra,India,19.9437,75.2205,"A massive hill fort with strong defensive architecture. Known for moats, secret passages, and strategic design. A major historical attraction.","{""fort"",""heritage""}",,4.2,MEDIUM,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Sindhudurg Fort,SEA FORT,,Sindhudurg,Maharashtra,India,16.0434,73.461,A sea fort built by Shivaji Maharaj along the Konkan coast. Surrounded by the Arabian Sea and accessible by boat. Popular coastal heritage site.,"{""sea_fort"",""heritage""}",,4.5,LOW,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Shaniwar Wada,HERITAGE,,Pune,Maharashtra,India,18.5196,73.8554,Historic palace-fortification in Pune city. Known for Maratha architecture and cultural importance. Major urban tourist landmark.,"{""palace"",""history""}",,4.3,MEDIUM,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Aga Khan Palace,HERITAGE / MUSEUM,,Pune,Maharashtra,India,18.5526,73.9016,A historical palace linked to Mahatma Gandhi and Indias freedom movement. Houses a museum and memorial. Calm gardens and heritage value.,"{""freedom"",""heritage""}",,4.1,MEDIUM,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Bibi Ka Maqbara,MONUMENT,,Sambhajinagar,Maharashtra,India,19.9015,75.3203,A Mughal-era monument often called the Taj of the Deccan. Built in memory of Aurangzebs wife. A major architectural attraction.,"{""mughal"",""architecture""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Lonavala,HILL STATION,,Lonavala,Maharashtra,India,18.7557,73.4019,"A popular hill station known for waterfalls, valleys and pleasant climate. Famous for weekend getaways from Mumbai and Pune.","{""hills"",""weekend""}",,4.7,LOW,9.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Khandala,HILL STATION,,Khandala,Maharashtra,India,18.36,73.37,Twin hill station of Lonavala with scenic viewpoints and misty hills. Known for trekking spots and seasonal waterfalls.,"{""hills"",""monsoon""}",,4.5,MEDIUM,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Mahabaleshwar,HILL STATION,,Satara,Maharashtra,India,17.9307,73.6477,"One of Maharashtras most famous hill stations. Known for strawberries, viewpoints, and cool climate. Popular year-round.","{""hills"",""family""}",,4.7,MEDIUM,9.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Panchgani,HILL STATION,,Satara,Maharashtra,India,17.9234,73.7977,"A calm hill town near Mahabaleshwar famous for tableland views. Ideal for paragliding, nature walks and family trips.","{""plateau"",""hills""}",,4.4,MEDIUM,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Matheran,HILL STATION,,Raigad,Maharashtra,India,18.989,73.2707,"An eco-friendly hill station where vehicles are not allowed, preserving its natural charm. Known for red-soil trails, dense forests, and panoramic viewpoints. Popular for trekking, nature walks, and peaceful stays away from city noise.","{""eco"",""nature""}",,4.5,LOW,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Amboli Ghat,NATURE / HILL,,Sindhudurg,Maharashtra,India,15.9572,73.9935,"A scenic hill station in the Konkan region famous for misty weather and waterfalls. The area becomes extremely lush during monsoon season. Ideal for nature lovers, photographers, and monsoon travelers.","{""ghat"",""waterfalls""}",,4,HIGH,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Alibaug Beach,BEACH,,Alibaug,Maharashtra,India,18.64,72.86,"Alibaug Beach is a popular coastal destination near Mumbai. It offers sandy shores, sea forts, and water activities. The beach is ideal for weekend relaxation.","{""beach"",""weekend""}",,4.3,HIGH,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ganpatipule,BEACH / RELIGIOUS,,Ratnagiri,Maharashtra,India,17.1489,73.2727,Ganpatipule is known for its clean beach and the famous Ganpati temple. The beach is serene and less commercialized. It attracts both pilgrims and beach lovers.,"{""beach"",""temple"",""religious""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Shirdi,RELIGIOUS,,Shirdi,Maharashtra,India,19.7645,74.4762,"Shirdi is one of Indias most important pilgrimage towns, dedicated to Sai Baba. Millions of devotees visit throughout the year. The town offers spiritual calm and organized","{""pilgrimage"",""saibaba"",""temple""}",,4.7,LOW,9.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Pandharpur,RELIGIOUS,,Solapur,Maharashtra,India,17.6806,75.3155,Pandharpur is a major pilgrimage center for Lord Vitthal devotees. The town hosts large religious gatherings and festivals. It holds deep cultural significance in Maharashtra.,"{""pilgrimage"",""warkari""}",,4.6,MEDIUM,9.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Bhimashankar,RELIGIOUS / NATURE,,Pune District,Maharashtra,India,19.072,73.5357,"Bhimashankar is one of the twelve Jyotirlingas of Lord Shiva. Located in a forested hill region, it combines spirituality with wildlife and trekking.","{""jyotirlinga"",""forest"",""nature""}",,4.2,LOW,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Tadoba Andhari Tiger Reserve,WILDLIFE,,Chandrapur,Maharashtra,India,20.1507,79.1432,"Tadoba is Maharashtras largest tiger reserve, known for wildlife safaris and biodiversity. It attracts nature lovers and photographers. Tiger sightings are a major attraction.","{""tiger"",""safari""}",,4.4,LOW,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Sanjay Gandhi National Park,NATIONAL PARK,,Mumbai,Maharashtra,India,19.2205,72.9128,"Located within Mumbai, this national park offers forests, wildlife, and Kanheri Caves. It is a rare urban green space. Popular for trekking and nature walks.","{""forest"",""urban""}",,4.3,LOW,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Tarkarli Beach,BEACH,,Malvan,Maharashtra,India,16.0137,73.4898,"Tarkarli is a pristine beach destination known for clear waters, white sand, and water sports. It is also close to Sindhudurg Fort and popular for scuba diving. The beach offers a peaceful coastal experience.","{""scuba"",""beach""}",,4.4,LOW,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Diveagar Beach,BEACH,,Raigad,Maharashtra,India,18.192,72.9789,Diveagar is a quiet and clean beach known for its peaceful environment and soft sand. It is ideal for weekend trips and family outings. The nearby villages add a rustic coastal charm.,"{""beach"",""relax""}",,4.3,LOW,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Harihareshwar,BEACH / RELIGIOUS,,Raigad,Maharashtra,India,17.9942,73.0258,"Harihareshwar is a coastal town famous for its Shiva temple and serene beach. Surrounded by hills and sea, it offers a blend of spirituality and nature. The area is calm and less commercialized.","{""beach"",""temple""}",,4.2,HIGH,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Velas Beach,BEACH / ECO TOURISM,,Ratnagiri,Maharashtra,India,17.9615,73.0298,"Velas Beach is known for the annual turtle conservation and hatching festival. It is clean, peaceful, and environmentally focused. The destination attracts eco-tourists and nature lovers.","{""eco"",""turtle""}",,3.8,LOW,7.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Guhagar Beach,BEACH,,Ratnagiri,Maharashtra,India,17.4853,73.186,"Guhagar Beach is a long, clean beach known for calm waters and scenic sunsets. It is ideal for family vacations and quiet relaxation. The area retains traditional Konkan culture.","{""beach"",""family""}",,3.9,LOW,7.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ajanta Caves,HERITAGE / UNESCO,,Sambhajinagar,Maharashtra,India,20.5513,75.7069,Ajanta Caves are ancient Buddhist rock-cut caves famous for murals and sculptures dating from the 2nd century BCE. They depict stories from Buddhas life and Jataka tales. It is one of Indias finest examples of ancient art and architecture.,"{""unesco"",""caves"",""heritage"",""history"",""art""}",,4.6,MEDIUM,9.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Karla Caves,HERITAGE / CAVES,,Lonavala,Maharashtra,India,18.7833,73.4705,Karla Caves are ancient Buddhist caves known for the grand Chaitya hall and stone carvings. They are located near Lonavala and are easily accessible. The caves attract history lovers and trekkers.,"{""caves"",""buddhist"",""heritage"",""history""}",,4.5,HIGH,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Bhaja Caves,HERITAGE / CAVES,,Lonavala,Maharashtra,India,18.7294,73.4813,"Bhaja Caves are rock-cut Buddhist caves featuring stupas and carvings. Located near Karla, they offer scenic hill views. The short trek adds adventure to the visit.","{""caves"",""trekking"",""heritage"",""buddhist""}",,4,LOW,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Panhala Fort,FORT / HERITAGE,,Kolhapur,Maharashtra,India,16.8113,74.1078,Panhala Fort is one of the largest forts in Maharashtra and closely associated with Shivaji Maharaj. It offers scenic plateau views and historical monuments. Popular among history enthusiasts.,"{""fort"",""history"",""maratha"",""heritage""}",,4.1,HIGH,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Lohagad Fort,FORT / TREKKING,,Pune,Maharashtra,India,18.4232,73.2836,"Lohagad Fort is a popular trekking destination near Pune. Known for its strong fortification and monsoon beauty, it is suitable for beginners. Offers panoramic valley views.","{""fort"",""trekking"",""monsoon"",""history""}",,4.1,HIGH,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Visapur Fort,FORT / TREKKING,,Pune,Maharashtra,India,18.7227,73.4909,"Visapur Fort lies near Lohagad and is larger in size with open plateaus. The fort is known for ruins, caves, and monsoon greenery. A favorite among trekkers.","{""fort"",""trekking"",""nature""}",,4,MEDIUM,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,MurudJanjira Fort,SEA FORT / HERITAGE,,Raigad,Maharashtra,India,18.2999,72.9644,"MurudJanjira is a famous sea fort built on an island off the Konkan coast. Known for never being conquered, it showcases strong marine architecture. Accessible by boat.","{""sea_fort"",""heritage"",""history"",""coastal""}",,4,MEDIUM,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Rajgad Fort,FORT / TREKKING,,Pune,Maharashtra,India,18.2466,73.6822,Rajgad Fort was the first capital of Shivaji Maharaj. It features long trekking routes and historic structures. The fort offers breathtaking sunset views.,"{""fort"",""trekking"",""history""}",,4.4,MEDIUM,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Vijay Durg Fort,SEA FORT,,Sindhudurg,Maharashtra,India,16.5612,73.333,Vijay Durg is an ancient sea fort along the Konkan coast. It was an important naval base of the Marathas. The fort offers sea views and historical interest.,"{""sea_fort"",""heritage"",""coastal""}",,4.1,LOW,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Chand Minar,MONUMENT / HERITAGE,,Sambhajinagar,Maharashtra,India,19.9444,75.2174,Chand Minar is a tall medieval minaret located near Daulatabad Fort. It reflects Indo-Islamic architecture and historical significance. Often visited along with the fort.,"{""monument"",""architecture"",""history""}",,4.1,LOW,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Malshej Ghat,GHAT / NATURE,,Thane,Maharashtra,India,19.3406,73.7746,"Malshej Ghat is a scenic mountain pass known for waterfalls, misty hills and lush greenery. It is especially beautiful during monsoon. Popular among nature lovers and photographers.","{""ghat"",""waterfalls"",""monsoon"",""nature""}",,4,MEDIUM,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Tamhini Ghat,GHAT / NATURE,,Pune,Maharashtra,India,18.4759,73.4592,"Tamhini Ghat is a forested mountain pass with lakes, waterfalls and winding roads. It is ideal for monsoon drives and short nature trips","{""ghat"",""scenic"",""monsoon""}",,4.2,LOW,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Bhor Ghat,GHAT / SCENIC,,Raigad,Maharashtra,India,18.7719,73.3656,"Bhor Ghat is a historic mountain pass connecting Mumbai and Pune. Known for railway tunnels, hills and scenic routes. Popular during monsoon travel.","{""ghat"",""scenic"",""drive""}",,4.1,MEDIUM,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Amba Ghat,GHAT / NATURE,,Kolhapur,Maharashtra,India,17.0006,73.7773,Amba Ghat is a peaceful mountain pass near Kolhapur with forests and viewpoints. It is less crowded and ideal for calm nature exploration.,"{""ghat"",""nature"",""offbeat""}",,4.2,HIGH,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Radhanagari Wildlife Sanctuary,WILDLIFE SANCTUARY,,Kolhapur,Maharashtra,India,16.4105,73.9827,"Radhanagari Sanctuary is known for rich biodiversity and wildlife conservation. It is home to bison, deer, and birds. Suitable for eco-tourism and nature study.","{""wildlife"",""forest"",""eco""}",,4.4,LOW,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
